Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
26490	1059.5999999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26491	1059.64	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26492	1059.68	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26493	1059.72	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26494	1059.76	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26495	1059.8	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26496	1059.8399999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26497	1059.88	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26498	1059.92	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26499	1059.96	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26500	1060.0	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26501	1060.04	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26502	1060.0799999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26503	1060.1199999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26504	1060.16	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26505	1060.2	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26506	1060.24	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26507	1060.28	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26508	1060.3199999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26509	1060.3599999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26510	1060.4	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26511	1060.44	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26512	1060.48	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26513	1060.52	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26514	1060.5600000000002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26515	1060.5999999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26516	1060.64	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26517	1060.68	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26518	1060.72	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26519	1060.76	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26520	1060.8	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26521	1060.8399999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26522	1060.88	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26523	1060.92	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26524	1060.96	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26525	1061.0	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26526	1061.04	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26527	1061.0799999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26528	1061.1199999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26529	1061.16	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26530	1061.2	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26531	1061.24	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26532	1061.28	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26533	1061.3199999990002	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26534	1061.3599999990001	1	Earn's father says Earn does things on his terms. Alfred Paper Boy nods.	Alfred Paper Boy is convinced Earn would be a good manager.	Alfred Paper Boy	0	1	"on his terms."	Dad	1	2	Earn's parents' house	1	Alfred Paper Boy Visits Earn's Parents	
26535	1061.4	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26536	1061.44	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26537	1061.48	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26538	1061.52	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26539	1061.5600000000002	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26540	1061.5999999990001	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26541	1061.64	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26542	1061.68	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26543	1061.72	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26544	1061.76	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26545	1061.8	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26546	1061.8399999990002	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26547	1061.88	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
26548	1061.92	1	Earn sits on a bus, holding his sleeping daughter, Lottie. Earn and Lottie are both wearing headphones, listening to music. Earn looks down at Lottie.	0	Earn, Lottie	1	1	0	0	1	2	The bus	1	The Strange Man on the Bus	
